epoch,train_loss,validation_loss,validation_pr_auc,validation_roc_auc,validation_f2_at_0_5,learning_rate,gradient_norm_mean,gradient_norm_max,epoch_seconds,best_epoch,seed,model_key
1,1.2905446932866023,1.2794405817985535,0.6521169713832703,0.9798030314688004,0.82,0.0009979871469976197,0.21368109262906587,0.3808753490447998,0.12646909600016443,14,43,dl_b_tabnet
2,1.2177421954961924,1.1631323099136353,0.6537199946667379,0.980841732707548,0.7945736434108527,0.0009919647942993148,0.3708829810986152,0.6384795308113098,0.12367264600015915,14,43,dl_b_tabnet
3,1.0252083769211402,0.8854838609695435,0.7133622014079615,0.9814187889512964,0.823045267489712,0.0009819814303479266,0.6788347248847668,0.9799122214317322,0.12214736599980824,14,43,dl_b_tabnet
4,0.7266051173210144,0.5430777668952942,0.7272507137923853,0.9818804339462953,0.8130081300813008,0.0009681174353198686,0.8255973183191739,1.2963449954986572,0.13387828800023271,14,43,dl_b_tabnet
5,0.4241913855075836,0.3155861496925354,0.7584156133860093,0.9846118335000384,0.823045267489712,0.0009504844339512095,0.6472383439540863,0.9945894479751587,0.12535606099982033,14,43,dl_b_tabnet
6,0.2629712304243675,0.21438907831907272,0.7970926610008913,0.9874201738862814,0.8438818565400844,0.000929224396800933,0.39885581915195173,0.49363890290260315,0.11750324800004819,14,43,dl_b_tabnet
7,0.18776916024776605,0.1739114560186863,0.8412762184537967,0.9898438101100254,0.8733624454148472,0.0009045084971874736,0.3701335776310701,0.5234475135803223,0.1296914489998926,14,43,dl_b_tabnet
8,0.13746516177287468,0.1418240386992693,0.8959504532725507,0.9926521504962684,0.8888888888888888,0.0008765357330018054,0.30825721415189594,0.6291230916976929,0.12073013899998841,14,43,dl_b_tabnet
9,0.1039517092017027,0.13712231069803238,0.9511005824410719,0.9956528429637609,0.91324200913242,0.0008455313244934323,0.28309905987519485,0.46824583411216736,0.12276186700000835,14,43,dl_b_tabnet
10,0.07920308439777447,0.12590946443378925,0.9763827374188692,0.9968838962837577,0.91324200913242,0.0008117449009293667,0.28978671018893903,0.39781710505485535,0.1223403569997572,14,43,dl_b_tabnet
11,0.06164124235510826,0.11931343004107475,0.9802424402662356,0.9971147187812572,0.9174311926605505,0.0007754484907260511,0.31998851895332336,0.5600876212120056,0.12678198100002191,14,43,dl_b_tabnet
12,0.04570230956260975,0.13271848298609257,0.9812568599862986,0.9971147187812572,0.9523809523809523,0.0007369343312364992,0.23880760142436394,0.39716997742652893,0.12064674699968236,14,43,dl_b_tabnet
13,0.036101690135323085,0.12444261461496353,0.9817273521879032,0.9971147187812572,0.9389671361502347,0.0006965125158269617,0.3131302251265599,0.6770025491714478,0.11235607300022821,14,43,dl_b_tabnet
14,0.034217461657065615,0.1289178072474897,0.9826881173362936,0.9971147187812572,0.9478672985781991,0.0006545084971874735,0.2758481147197577,0.47244977951049805,0.11422768900001756,14,43,dl_b_tabnet
15,0.02456823320916066,0.1353495172224939,0.9820702849011356,0.9970377779487575,0.9615384615384616,0.000611260466978157,0.24679620048174492,0.5095760226249695,0.11570497399998203,14,43,dl_b_tabnet
16,0.018840141092928555,0.14041733462363482,0.9814139953528073,0.9969608371162576,0.9569377990430622,0.0005671166329088276,0.1832338789334664,0.2718599736690521,0.11413435800022853,14,43,dl_b_tabnet
17,0.016798801075380582,0.14128671772778034,0.9802362122000091,0.9968838962837578,0.9523809523809523,0.0005224324151752573,0.18885550705286172,0.28528350591659546,0.11379756899987115,14,43,dl_b_tabnet
18,0.01565145762064136,0.158571588806808,0.9786815584435068,0.9967300146187581,0.9375,0.00047756758482474243,0.19031254889873359,0.39506250619888306,0.12395816600019316,14,43,dl_b_tabnet
19,0.015103822896400323,0.1541350851766765,0.9792278300231643,0.996806955451258,0.9375,0.0004328833670911722,0.23280719151863685,0.7552168369293213,0.11829335899983562,14,43,dl_b_tabnet
20,0.0128810301852914,0.16228076815605164,0.9781983716766327,0.9967300146187582,0.9313725490196079,0.00038873953302184273,0.2522715605222262,0.6530943512916565,0.12002188599990404,14,43,dl_b_tabnet
21,0.010356441964037143,0.16232411470264196,0.978274649327281,0.9967684850350081,0.9178743961352657,0.0003454915028125262,0.18486848373252612,0.44181835651397705,0.12071246499999688,14,43,dl_b_tabnet
