epoch,train_loss,validation_loss,validation_pr_auc,validation_roc_auc,validation_f2_at_0_5,learning_rate,gradient_norm_mean,gradient_norm_max,epoch_seconds,best_epoch,seed,model_key
1,1.2877412667641273,1.2955402135849,0.24304387424553675,0.8443871662691391,0.0,0.0009979871469976197,0.4966225715783926,0.9859300255775452,1.842493568000009,28,44,dl_e_transformer
2,1.268221717614394,1.2236521244049072,0.3427723449451145,0.8841271062552897,0.3831041257367387,0.0009919647942993148,0.5537107598323089,1.16545569896698,1.7344689910000852,28,44,dl_e_transformer
3,1.0323210954666138,0.8552531599998474,0.5234364876410692,0.8991690390090021,0.6512605042016807,0.0009819814303479266,2.047979723948699,6.29190731048584,1.7394436579998,28,44,dl_e_transformer
4,0.7913350829711328,0.6440891623497009,0.42789860523097367,0.9208663537739478,0.6360424028268551,0.0009681174353198686,5.498274913200965,13.501462936401367,1.693000824000137,28,44,dl_e_transformer
5,0.6189764096186712,0.5413830280303955,0.4529015516280095,0.9480649380626298,0.656934306569343,0.0009504844339512095,7.203354890529926,13.601301193237305,1.7086614900003951,28,44,dl_e_transformer
6,0.6576832555807554,0.4863685369491577,0.5571798408897448,0.9574901900438563,0.6934306569343066,0.000929224396800933,13.276394431407635,26.11117935180664,1.7971400459996403,28,44,dl_e_transformer
7,0.5719980116073902,0.47717446088790894,0.5887367955046124,0.9617604062475956,0.657439446366782,0.0009045084971874736,11.15895335490887,23.33353042602539,1.8202992709998398,28,44,dl_e_transformer
8,0.4081553599009147,0.5306189805269241,0.5857093026737256,0.9660306224513349,0.7391304347826086,0.0008765357330018054,3.8597026559022756,7.849643230438232,1.82611901700011,28,44,dl_e_transformer
9,0.4189877831018888,0.5555054843425751,0.6094302726911478,0.9698007232438255,0.7432432432432432,0.0008455313244934323,7.173817882171044,39.6637077331543,1.7806436269997903,28,44,dl_e_transformer
10,0.4121642215893819,0.34322310984134674,0.6204716175475529,0.9754558744325614,0.7421875,0.0008117449009293667,6.77657360296983,34.263919830322266,1.7179168829998162,28,44,dl_e_transformer
11,0.28539968110047853,0.30289240181446075,0.7420701918715318,0.9843425405862891,0.7575757575757576,0.0007754484907260511,2.9621571394113393,8.138023376464844,1.6623325360001218,28,44,dl_e_transformer
12,0.24374393889537224,0.25423507392406464,0.8852223066640945,0.990767100100023,0.78125,0.0007369343312364992,5.09643935240232,20.239700317382812,1.7197480859999814,28,44,dl_e_transformer
13,0.20115703000472143,0.30961453914642334,0.8254457777695996,0.9877279372162807,0.7677902621722846,0.0006965125158269617,6.735967856187087,14.986309051513672,1.6868068809999386,28,44,dl_e_transformer
14,0.37290183110879016,0.22805093973875046,0.8905030320995022,0.9926906209125184,0.819672131147541,0.0006545084971874735,23.46195070560162,68.95877838134766,1.7398672869999245,28,44,dl_e_transformer
15,0.16156229835290176,0.17894189059734344,0.9354677396641911,0.9949603754712626,0.8771929824561403,0.000611260466978157,5.07646446961623,17.766841888427734,1.6650646719999713,28,44,dl_e_transformer
16,0.15996538790372702,0.14775975979864597,0.94976423491988,0.9948834346387628,0.91324200913242,0.0005671166329088276,8.523419870780064,38.541709899902344,1.7469334659999731,28,44,dl_e_transformer
17,0.2125264540887796,0.14489628374576569,0.959526275767372,0.9966530737862582,0.9090909090909091,0.0005224324151752573,11.766506190483387,61.72206497192383,1.7055448359997172,28,44,dl_e_transformer
18,0.15129287540912628,0.11484511010348797,0.9780990151290713,0.9976917750250058,0.9569377990430622,0.00047756758482474243,8.01483089190263,22.693082809448242,1.7926383460003308,28,44,dl_e_transformer
19,0.143567059475642,0.12207604944705963,0.9797770456571475,0.9977302454412557,0.966183574879227,0.0004328833670911722,9.087089245135967,24.132612228393555,1.8168603780000012,28,44,dl_e_transformer
20,0.0938852013876805,0.1165983946993947,0.9843834427329528,0.9981534200200046,0.9389671361502347,0.00038873953302184273,5.186697446382963,16.664976119995117,1.7389109569999164,28,44,dl_e_transformer
