threshold,precision,recall,f1,f2,specificity,false_positive,false_negative
0.01,0.5,0.975609756097561,0.6611570247933884,0.819672131147541,0.9369085173501577,40,1
0.02,0.5063291139240507,0.975609756097561,0.6666666666666666,0.823045267489712,0.9384858044164038,39,1
0.03,0.5063291139240507,0.975609756097561,0.6666666666666666,0.823045267489712,0.9384858044164038,39,1
0.04,0.5063291139240507,0.975609756097561,0.6666666666666666,0.823045267489712,0.9384858044164038,39,1
0.05,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.060000000000000005,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.06999999999999999,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.08,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.09,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.09999999999999999,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.11,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.12,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.13,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.14,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.15000000000000002,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.16,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.17,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.18000000000000002,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.19,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.2,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.21000000000000002,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.22,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.23,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.24000000000000002,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.25,0.5194805194805194,0.975609756097561,0.6779661016949152,0.8298755186721992,0.9416403785488959,37,1
