threshold,precision,recall,f1,f2,specificity,false_positive,false_negative
0.01,0.6212121212121212,1.0,0.7663551401869159,0.8913043478260869,0.9605678233438486,25,0
0.02,0.6212121212121212,1.0,0.7663551401869159,0.8913043478260869,0.9605678233438486,25,0
0.03,0.6307692307692307,1.0,0.7735849056603774,0.8951965065502183,0.9621451104100947,24,0
0.04,0.6307692307692307,1.0,0.7735849056603774,0.8951965065502183,0.9621451104100947,24,0
0.05,0.6307692307692307,1.0,0.7735849056603774,0.8951965065502183,0.9621451104100947,24,0
0.060000000000000005,0.6307692307692307,1.0,0.7735849056603774,0.8951965065502183,0.9621451104100947,24,0
0.06999999999999999,0.6307692307692307,1.0,0.7735849056603774,0.8951965065502183,0.9621451104100947,24,0
0.08,0.6307692307692307,1.0,0.7735849056603774,0.8951965065502183,0.9621451104100947,24,0
0.09,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.09999999999999999,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.11,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.12,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.13,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.14,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.15000000000000002,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.16,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.17,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.18000000000000002,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.19,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.2,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.21000000000000002,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.22,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.23,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.24000000000000002,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.25,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.26,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.27,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.28,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.29000000000000004,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.3,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.31,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.32,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
0.33,0.625,0.975609756097561,0.7619047619047619,0.8771929824561403,0.9621451104100947,24,1
