threshold,precision,recall,f1,f2,specificity,false_positive,false_negative
0.01,0.5714285714285714,0.975609756097561,0.7207207207207207,0.8547008547008547,0.9526813880126183,30,1
0.02,0.5970149253731343,0.975609756097561,0.7407407407407407,0.8658008658008658,0.9574132492113565,27,1
0.03,0.6451612903225806,0.975609756097561,0.7766990291262136,0.8849557522123894,0.9652996845425867,22,1
0.04,0.7142857142857143,0.975609756097561,0.8247422680412371,0.9090909090909091,0.9747634069400631,16,1
0.05,0.7407407407407407,0.975609756097561,0.8421052631578947,0.9174311926605505,0.9779179810725552,14,1
0.060000000000000005,0.7407407407407407,0.975609756097561,0.8421052631578947,0.9174311926605505,0.9779179810725552,14,1
0.06999999999999999,0.7692307692307693,0.975609756097561,0.8602150537634409,0.9259259259259259,0.9810725552050473,12,1
0.08,0.7843137254901961,0.975609756097561,0.8695652173913043,0.9302325581395349,0.9826498422712934,11,1
0.09,0.8,0.975609756097561,0.8791208791208791,0.9345794392523364,0.9842271293375394,10,1
0.09999999999999999,0.8,0.975609756097561,0.8791208791208791,0.9345794392523364,0.9842271293375394,10,1
0.11,0.8,0.975609756097561,0.8791208791208791,0.9345794392523364,0.9842271293375394,10,1
0.12,0.8,0.975609756097561,0.8791208791208791,0.9345794392523364,0.9842271293375394,10,1
0.13,0.8,0.975609756097561,0.8791208791208791,0.9345794392523364,0.9842271293375394,10,1
0.14,0.8163265306122449,0.975609756097561,0.8888888888888888,0.9389671361502347,0.9858044164037855,9,1
0.15000000000000002,0.8163265306122449,0.975609756097561,0.8888888888888888,0.9389671361502347,0.9858044164037855,9,1
0.16,0.8163265306122449,0.975609756097561,0.8888888888888888,0.9389671361502347,0.9858044164037855,9,1
0.17,0.8333333333333334,0.975609756097561,0.898876404494382,0.9433962264150944,0.9873817034700315,8,1
0.18000000000000002,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.19,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.2,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.21000000000000002,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.22,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.23,0.8888888888888888,0.975609756097561,0.9302325581395349,0.9569377990430622,0.9921135646687698,5,1
0.24000000000000002,0.8888888888888888,0.975609756097561,0.9302325581395349,0.9569377990430622,0.9921135646687698,5,1
0.25,0.8888888888888888,0.975609756097561,0.9302325581395349,0.9569377990430622,0.9921135646687698,5,1
0.26,0.8888888888888888,0.975609756097561,0.9302325581395349,0.9569377990430622,0.9921135646687698,5,1
0.27,0.9523809523809523,0.975609756097561,0.963855421686747,0.970873786407767,0.9968454258675079,2,1
0.28,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.29000000000000004,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.3,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.31,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.32,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.33,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.34,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.35000000000000003,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.36000000000000004,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.37,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.38,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.39,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.4,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.41000000000000003,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
0.42000000000000004,0.975609756097561,0.975609756097561,0.975609756097561,0.975609756097561,0.998422712933754,1,1
