false_positive_rate,true_positive_rate
0.0,0.0
0.0,0.024390243902439025
0.0,0.8048780487804879
0.00473186119873817,0.8048780487804879
0.00473186119873817,0.8292682926829268
0.011041009463722398,0.8292682926829268
0.011041009463722398,0.8780487804878049
0.012618296529968454,0.8780487804878049
0.012618296529968454,0.9024390243902439
0.014195583596214511,0.9024390243902439
0.014195583596214511,0.926829268292683
0.017350157728706624,0.926829268292683
0.017350157728706624,0.9512195121951219
0.01892744479495268,0.9512195121951219
0.01892744479495268,0.975609756097561
0.2886435331230284,0.975609756097561
0.2886435331230284,1.0
0.9873817034700315,1.0
1.0,1.0
