threshold,precision,recall,f1,f2,specificity,false_positive,false_negative
0.01,0.20098039215686275,1.0,0.3346938775510204,0.5570652173913043,0.7429022082018928,163,0
0.02,0.33064516129032256,1.0,0.49696969696969695,0.7118055555555556,0.8690851735015773,83,0
0.03,0.4019607843137255,1.0,0.5734265734265734,0.7706766917293233,0.9037854889589906,61,0
0.04,0.44565217391304346,1.0,0.6165413533834586,0.80078125,0.919558359621451,51,0
0.05,0.47674418604651164,1.0,0.6456692913385826,0.82,0.9290220820189274,45,0
0.060000000000000005,0.5128205128205128,0.975609756097561,0.6722689075630253,0.8264462809917356,0.9400630914826499,38,1
0.06999999999999999,0.5263157894736842,0.975609756097561,0.6837606837606838,0.8333333333333334,0.943217665615142,36,1
0.08,0.547945205479452,0.975609756097561,0.7017543859649122,0.8438818565400844,0.9479495268138801,33,1
0.09,0.5555555555555556,0.975609756097561,0.7079646017699115,0.847457627118644,0.9495268138801262,32,1
0.09999999999999999,0.5797101449275363,0.975609756097561,0.7272727272727273,0.8583690987124464,0.9542586750788643,29,1
0.11,0.6060606060606061,0.975609756097561,0.7476635514018691,0.8695652173913043,0.9589905362776026,26,1
0.12,0.6349206349206349,0.975609756097561,0.7692307692307693,0.8810572687224669,0.9637223974763407,23,1
0.13,0.6451612903225806,0.975609756097561,0.7766990291262136,0.8849557522123894,0.9652996845425867,22,1
0.14,0.6557377049180327,0.975609756097561,0.7843137254901961,0.8888888888888888,0.9668769716088328,21,1
0.15000000000000002,0.6779661016949152,0.975609756097561,0.8,0.8968609865470852,0.9700315457413249,19,1
0.16,0.6896551724137931,0.975609756097561,0.8080808080808081,0.9009009009009009,0.9716088328075709,18,1
0.17,0.6896551724137931,0.975609756097561,0.8080808080808081,0.9009009009009009,0.9716088328075709,18,1
0.18000000000000002,0.6896551724137931,0.975609756097561,0.8080808080808081,0.9009009009009009,0.9716088328075709,18,1
0.19,0.7017543859649122,0.975609756097561,0.8163265306122449,0.9049773755656109,0.973186119873817,17,1
0.2,0.7017543859649122,0.975609756097561,0.8163265306122449,0.9049773755656109,0.973186119873817,17,1
0.21000000000000002,0.7142857142857143,0.975609756097561,0.8247422680412371,0.9090909090909091,0.9747634069400631,16,1
0.22,0.7272727272727273,0.975609756097561,0.8333333333333334,0.91324200913242,0.9763406940063092,15,1
0.23,0.7407407407407407,0.975609756097561,0.8421052631578947,0.9174311926605505,0.9779179810725552,14,1
0.24000000000000002,0.7547169811320755,0.975609756097561,0.851063829787234,0.9216589861751152,0.9794952681388013,13,1
0.25,0.7692307692307693,0.975609756097561,0.8602150537634409,0.9259259259259259,0.9810725552050473,12,1
0.26,0.7843137254901961,0.975609756097561,0.8695652173913043,0.9302325581395349,0.9826498422712934,11,1
0.27,0.8,0.975609756097561,0.8791208791208791,0.9345794392523364,0.9842271293375394,10,1
0.28,0.8,0.975609756097561,0.8791208791208791,0.9345794392523364,0.9842271293375394,10,1
0.29000000000000004,0.8163265306122449,0.975609756097561,0.8888888888888888,0.9389671361502347,0.9858044164037855,9,1
0.3,0.8163265306122449,0.975609756097561,0.8888888888888888,0.9389671361502347,0.9858044164037855,9,1
0.31,0.8163265306122449,0.975609756097561,0.8888888888888888,0.9389671361502347,0.9858044164037855,9,1
0.32,0.8163265306122449,0.975609756097561,0.8888888888888888,0.9389671361502347,0.9858044164037855,9,1
0.33,0.8333333333333334,0.975609756097561,0.898876404494382,0.9433962264150944,0.9873817034700315,8,1
0.34,0.8333333333333334,0.975609756097561,0.898876404494382,0.9433962264150944,0.9873817034700315,8,1
0.35000000000000003,0.8333333333333334,0.975609756097561,0.898876404494382,0.9433962264150944,0.9873817034700315,8,1
0.36000000000000004,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.37,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.38,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.39,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.4,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.41000000000000003,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.42000000000000004,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.43,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.44,0.851063829787234,0.975609756097561,0.9090909090909091,0.9478672985781991,0.9889589905362776,7,1
0.45,0.8695652173913043,0.975609756097561,0.9195402298850575,0.9523809523809523,0.9905362776025236,6,1
0.46,0.8888888888888888,0.975609756097561,0.9302325581395349,0.9569377990430622,0.9921135646687698,5,1
0.47000000000000003,0.8888888888888888,0.975609756097561,0.9302325581395349,0.9569377990430622,0.9921135646687698,5,1
0.48000000000000004,0.8888888888888888,0.975609756097561,0.9302325581395349,0.9569377990430622,0.9921135646687698,5,1
0.49,0.8863636363636364,0.9512195121951219,0.9176470588235294,0.9375,0.9921135646687698,5,2
0.5,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.51,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.52,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.53,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.54,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.55,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.56,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.5700000000000001,0.9069767441860465,0.9512195121951219,0.9285714285714286,0.9420289855072463,0.9936908517350158,4,2
0.5800000000000001,0.9047619047619048,0.926829268292683,0.9156626506024096,0.9223300970873787,0.9936908517350158,4,3
0.59,0.9047619047619048,0.926829268292683,0.9156626506024096,0.9223300970873787,0.9936908517350158,4,3
0.6,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9024390243902439,0.9936908517350158,4,4
0.61,0.925,0.9024390243902439,0.9135802469135802,0.9068627450980392,0.9952681388012619,3,4
0.62,0.925,0.9024390243902439,0.9135802469135802,0.9068627450980392,0.9952681388012619,3,4
0.63,0.925,0.9024390243902439,0.9135802469135802,0.9068627450980392,0.9952681388012619,3,4
0.64,0.925,0.9024390243902439,0.9135802469135802,0.9068627450980392,0.9952681388012619,3,4
0.65,0.925,0.9024390243902439,0.9135802469135802,0.9068627450980392,0.9952681388012619,3,4
0.66,0.925,0.9024390243902439,0.9135802469135802,0.9068627450980392,0.9952681388012619,3,4
0.67,0.925,0.9024390243902439,0.9135802469135802,0.9068627450980392,0.9952681388012619,3,4
