accuracy,precision,recall,specificity,sensitivity,f1,f2,balanced_accuracy,mcc,roc_auc,pr_auc,brier_score,tn,fp,fn,tp,fpr,fnr
0.9988888888888889,0.9818181818181818,1.0,0.9988179669030733,1.0,0.9908256880733946,0.996309963099631,0.9994089834515367,0.9902815964320998,0.9994089834515367,0.9818181818181818,0.0011111111111111111,845,1,0,54,0.001182033096926714,0.0
