mean_predicted_probability,observed_fraud_rate
0.002380826120314553,0.0006635700066357001
0.14961444746170724,0.07142857142857142
0.22887296974658966,0.0
0.3634054958820343,0.3333333333333333
0.4362757205963135,0.75
0.5491741299629211,0.6666666666666666
0.6747254431247711,1.0
0.7594974339008331,0.5
0.8615357577800751,1.0
0.9975091753982184,0.9960629921259843
