params,mean_test_score,std_test_score,rank_test_score
"{""estimator__C"": 0.1}",0.9714602471459827,0.007059412561755597,1
"{""estimator__C"": 1.0}",0.9594233166912467,0.01314104554455727,2
"{""estimator__C"": 10.0}",0.9550787754623723,0.009496086803521474,3
