params,mean_test_score,std_test_score,rank_test_score
"{""C"": 0.5, ""gamma"": ""scale""}",0.9314783032598978,0.03323126632778784,3
"{""C"": 0.5, ""gamma"": 0.01}",0.8591149889700143,0.04362848779385355,4
"{""C"": 10.0, ""gamma"": 0.01}",0.9794838358401984,0.005833139355731788,1
"{""C"": 2.0, ""gamma"": ""scale""}",0.9682069176419036,0.013038151787866058,2
