params,mean_test_score,std_test_score,rank_test_score
"{""C"": 0.1}",0.8737198470804751,0.0534083639534549,3
"{""C"": 1.0}",0.9757003000196632,0.007793301437494701,2
"{""C"": 10.0}",0.9881471371253268,0.008933617345480538,1
