params,mean_test_score,std_test_score,rank_test_score
"{""l2_regularization"": 0.0, ""learning_rate"": 0.04, ""max_iter"": 100, ""max_leaf_nodes"": 15}",0.994859700601908,0.0072694811234395185,3
"{""l2_regularization"": 0.0, ""learning_rate"": 0.04, ""max_iter"": 100, ""max_leaf_nodes"": 31}",0.994859700601908,0.0072694811234395714,3
"{""l2_regularization"": 0.0, ""learning_rate"": 0.1, ""max_iter"": 100, ""max_leaf_nodes"": 31}",0.9949424708154865,0.007152426364836499,2
"{""l2_regularization"": 1.0, ""learning_rate"": 0.1, ""max_iter"": 180, ""max_leaf_nodes"": 15}",0.999917328042328,0.0001169158037675904,1
