params,mean_test_score,std_test_score,rank_test_score
"{""reg_param"": 0.0}",0.8389859156055307,0.07835753530115941,1
"{""reg_param"": 0.2}",0.7528824918970353,0.02658956950458094,2
"{""reg_param"": 0.5}",0.7110062740731621,0.01565337749973782,3
"{""reg_param"": 0.8}",0.7074665884346688,0.023247084008721927,4
